-182.535, 65.078, 2.894,  7.606
-182.529, 64.982, 2.903,  7.639
-182.524, 64.885, 2.913,  7.672
-182.518, 64.788, 2.922,  7.705
-182.513, 64.690, 2.932,  7.738
-182.508, 64.593, 2.941,  7.771
-182.503, 64.494, 2.951,  7.804
-182.498, 64.396, 2.960,  7.837
-182.493, 64.297, 2.970,  7.870
-182.487, 64.198, 2.980,  7.903
-182.482, 64.099, 2.990,  7.936
-182.477, 63.999, 2.999,  7.969
-182.471, 63.899, 3.009,  8.002
-182.466, 63.798, 3.019,  8.035
-182.461, 63.698, 3.029,  8.068
-182.456, 63.597, 3.038,  8.101
-182.451, 63.495, 3.048,  8.134
-182.446, 63.393, 3.059,  8.167
-182.441, 63.291, 3.069,  8.200
-182.436, 63.189, 3.079,  8.233
-182.430, 63.086, 3.089,  8.266
-182.425, 62.983, 3.099,  8.299
-182.420, 62.880, 3.109,  8.332
-182.415, 62.776, 3.120,  8.365
-182.409, 62.672, 3.130,  8.398
-182.404, 62.567, 3.140,  8.431
-182.399, 62.462, 3.150,  8.464
-182.394, 62.357, 3.160,  8.497
-182.389, 62.252, 3.170,  8.530
-182.384, 62.146, 3.181,  8.563
-182.379, 62.040, 3.191,  8.596
-182.374, 61.933, 3.201,  8.629
-182.369, 61.826, 3.212,  8.662
-182.364, 61.719, 3.223,  8.695
-182.359, 61.612, 3.233,  8.728
-182.354, 61.504, 3.244,  8.761
-182.349, 61.395, 3.254,  8.794
-182.344, 61.287, 3.265,  8.827
-182.339, 61.178, 3.276,  8.860
-182.335, 61.068, 3.286,  8.893
-182.330, 60.959, 3.297,  8.926
-182.325, 60.849, 3.308,  8.959
-182.320, 60.738, 3.319,  8.992
-182.314, 60.627, 3.330,  9.025
-182.309, 60.516, 3.341,  9.058
-182.305, 60.405, 3.352,  9.091
-182.300, 60.293, 3.362,  9.124
-182.295, 60.181, 3.373,  9.157
-182.290, 60.068, 3.384,  9.190
-182.286, 59.955, 3.395,  9.223
-182.281, 59.842, 3.406,  9.256
-182.276, 59.728, 3.418,  9.289
-182.271, 59.614, 3.429,  9.322
-182.266, 59.499, 3.440,  9.355
-182.261, 59.385, 3.451,  9.388
-182.257, 59.269, 3.463,  9.421
-182.252, 59.154, 3.474,  9.454
-182.247, 59.038, 3.485,  9.487
-182.242, 58.921, 3.497,  9.520
-182.238, 58.805, 3.508,  9.553
-182.233, 58.687, 3.520,  9.586
-182.228, 58.570, 3.532,  9.619
-182.223, 58.452, 3.543,  9.652
-182.219, 58.334, 3.555,  9.685
-182.214, 58.215, 3.566,  9.718
-182.209, 58.096, 3.578,  9.751
-182.205, 57.976, 3.589,  9.784
-182.200, 57.857, 3.601,  9.817
-182.196, 57.736, 3.613,  9.850
-182.191, 57.616, 3.625,  9.883
-182.186, 57.495, 3.637,  9.916
-182.181, 57.373, 3.649,  9.949
-182.177, 57.251, 3.661,  9.982
-182.172, 57.129, 3.673, 10.015
-182.168, 57.006, 3.685, 10.048
-182.163, 56.883, 3.697, 10.081
-182.159, 56.760, 3.709, 10.114
-182.154, 56.636, 3.721, 10.147
-182.150, 56.512, 3.733, 10.180
-182.145, 56.387, 3.746, 10.213
-182.140, 56.262, 3.758, 10.246
-182.136, 56.137, 3.770, 10.279
-182.132, 56.011, 3.782, 10.312
-182.127, 55.884, 3.795, 10.345
-182.123, 55.758, 3.807, 10.378
-182.118, 55.630, 3.820, 10.411
-182.114, 55.503, 3.833, 10.444
-182.109, 55.375, 3.845, 10.477
-182.105, 55.246, 3.858, 10.510
-182.101, 55.118, 3.870, 10.543
-182.096, 54.988, 3.883, 10.576
-182.092, 54.859, 3.896, 10.609
-182.088, 54.729, 3.908, 10.642
-182.083, 54.598, 3.921, 10.675
-182.079, 54.467, 3.934, 10.708
-182.075, 54.336, 3.946, 10.741
-182.070, 54.204, 3.959, 10.774
-182.066, 54.072, 3.972, 10.807
-182.062, 53.939, 3.985, 10.840
-182.058, 53.806, 3.997, 10.873
-182.053, 53.672, 4.010, 10.906
-182.049, 53.539, 4.023, 10.939
-182.045, 53.404, 4.036, 10.972
-182.041, 53.269, 4.050, 11.005
-182.036, 53.134, 4.063, 11.038
-182.032, 52.998, 4.076, 11.071
-182.028, 52.862, 4.089, 11.104
-182.024, 52.726, 4.102, 11.137
-182.020, 52.589, 4.115, 11.170
-182.016, 52.451, 4.129, 11.203
-182.012, 52.313, 4.142, 11.236
-182.007, 52.175, 4.156, 11.269
-182.003, 52.036, 4.169, 11.302
-181.999, 51.897, 4.183, 11.335
-181.995, 51.757, 4.196, 11.368
-181.991, 51.617, 4.210, 11.401
-181.987, 51.476, 4.224, 11.434
-181.983, 51.335, 4.237, 11.467
-181.979, 51.194, 4.251, 11.500
-181.975, 51.052, 4.265, 11.533
-181.971, 50.909, 4.278, 11.566
-181.967, 50.766, 4.292, 11.599
-181.964, 50.623, 4.306, 11.632
-181.960, 50.479, 4.320, 11.665
-181.956, 50.335, 4.334, 11.698
-181.952, 50.190, 4.348, 11.731
-181.948, 50.045, 4.362, 11.764
-181.944, 49.899, 4.376, 11.797
-181.940, 49.753, 4.391, 11.830
-181.936, 49.606, 4.405, 11.863
-181.932, 49.459, 4.419, 11.896
-181.929, 49.312, 4.434, 11.929
-181.925, 49.164, 4.448, 11.962
-181.921, 49.015, 4.462, 11.995
-181.917, 48.866, 4.477, 12.028
-181.913, 48.716, 4.491, 12.061
-181.910, 48.566, 4.506, 12.094
-181.906, 48.416, 4.520, 12.127
-181.902, 48.265, 4.535, 12.160
-181.898, 48.113, 4.550, 12.193
-181.895, 47.961, 4.565, 12.226
-181.891, 47.809, 4.579, 12.259
-181.887, 47.656, 4.594, 12.292
-181.884, 47.502, 4.609, 12.325
-181.880, 47.348, 4.624, 12.358
-181.876, 47.194, 4.639, 12.391
-181.873, 47.039, 4.654, 12.424
-181.869, 46.884, 4.669, 12.457
-181.865, 46.728, 4.684, 12.490
-181.862, 46.571, 4.699, 12.523
-181.858, 46.414, 4.714, 12.556
-181.855, 46.257, 4.730, 12.589
-181.851, 46.099, 4.745, 12.622
-181.848, 45.940, 4.760, 12.655
-181.844, 45.781, 4.776, 12.688
-181.841, 45.621, 4.791, 12.721
-181.837, 45.461, 4.807, 12.754
-181.834, 45.301, 4.822, 12.787
-181.830, 45.140, 4.838, 12.820
-181.827, 44.978, 4.854, 12.853
-181.824, 44.816, 4.870, 12.886
-181.820, 44.653, 4.885, 12.919
-181.817, 44.490, 4.901, 12.952
-181.813, 44.326, 4.917, 12.985
-181.810, 44.162, 4.933, 13.018
-181.807, 43.997, 4.949, 13.051
-181.803, 43.832, 4.965, 13.084
-181.800, 43.666, 4.981, 13.117
-181.797, 43.500, 4.997, 13.150
-181.793, 43.333, 5.013, 13.183
-181.790, 43.165, 5.030, 13.216
-181.787, 42.997, 5.046, 13.249
-181.784, 42.829, 5.062, 13.282
-181.780, 42.659, 5.079, 13.315
-181.777, 42.490, 5.095, 13.348
-181.774, 42.320, 5.105, 13.381
-181.771, 42.150, 5.098, 13.414
-181.768, 41.981, 5.079, 13.447
-181.764, 41.812, 5.062, 13.480
-181.761, 41.644, 5.051, 13.513
-181.758, 41.476, 5.047, 13.546
-181.755, 41.308, 5.049, 13.579
-181.752, 41.139, 5.059, 13.612
-181.749, 40.970, 5.076, 13.645
-181.746, 40.800, 5.100, 13.678
-181.743, 40.629, 5.131, 13.711
-181.740, 40.457, 5.167, 13.744
-181.736, 40.284, 5.209, 13.777
-181.733, 40.109, 5.253, 13.810
-181.730, 39.932, 5.300, 13.843
-181.727, 39.754, 5.347, 13.876
-181.724, 39.574, 5.392, 13.909
-181.721, 39.393, 5.433, 13.942
-181.718, 39.211, 5.470, 13.975
-181.715, 39.028, 5.501, 14.008
-181.712, 38.844, 5.525, 14.041
-181.709, 38.660, 5.543, 14.074
-181.706, 38.475, 5.556, 14.107
-181.703, 38.289, 5.564, 14.140
-181.700, 38.104, 5.568, 14.173
-181.697, 37.919, 5.570, 14.206
-181.694, 37.733, 5.570, 14.239
-181.691, 37.548, 5.570, 14.272
-181.688, 37.362, 5.572, 14.305
-181.685, 37.176, 5.575, 14.338
-181.682, 36.991, 5.580, 14.371
-181.679, 36.805, 5.589, 14.404
-181.676, 36.618, 5.600, 14.437
-181.674, 36.431, 5.616, 14.470
-181.671, 36.243, 5.634, 14.503
-181.668, 36.055, 5.656, 14.536
-181.665, 35.866, 5.681, 14.569
-181.662, 35.676, 5.708, 14.602
-181.660, 35.484, 5.738, 14.635
-181.657, 35.292, 5.768, 14.668
-181.654, 35.099, 5.799, 14.701
-181.651, 34.905, 5.830, 14.734
-181.648, 34.710, 5.859, 14.767
-181.646, 34.514, 5.888, 14.800
-181.643, 34.317, 5.914, 14.833
-181.640, 34.119, 5.937, 14.866
-181.638, 33.921, 5.959, 14.899
-181.635, 33.722, 5.978, 14.932
-181.632, 33.522, 5.994, 14.965
-181.630, 33.322, 6.009, 14.998
-181.627, 33.121, 6.023, 15.031
-181.624, 32.920, 6.035, 15.064
-181.622, 32.719, 6.048, 15.097
-181.619, 32.517, 6.060, 15.130
-181.616, 32.315, 6.073, 15.163
-181.614, 32.112, 6.087, 15.196
-181.611, 31.909, 6.102, 15.229
-181.609, 31.705, 6.119, 15.262
-181.606, 31.501, 6.137, 15.295
-181.604, 31.296, 6.157, 15.328
-181.601, 31.090, 6.178, 15.361
-181.599, 30.883, 6.201, 15.394
-181.596, 30.676, 6.225, 15.427
-181.594, 30.468, 6.249, 15.460
-181.592, 30.259, 6.275, 15.493
-181.589, 30.049, 6.300, 15.526
-181.587, 29.838, 6.326, 15.559
-181.584, 29.627, 6.351, 15.592
-181.582, 29.414, 6.375, 15.625
-181.580, 29.201, 6.399, 15.658
-181.577, 28.987, 6.421, 15.691
-181.575, 28.773, 6.443, 15.724
-181.573, 28.558, 6.464, 15.757
-181.570, 28.342, 6.484, 15.790
-181.568, 28.125, 6.503, 15.823
-181.566, 27.908, 6.521, 15.856
-181.564, 27.690, 6.540, 15.889
-181.561, 27.472, 6.558, 15.922
-181.559, 27.253, 6.576, 15.955
-181.557, 27.033, 6.595, 15.988
-181.555, 26.813, 6.614, 16.021
-181.552, 26.592, 6.634, 16.054
-181.550, 26.370, 6.655, 16.087
-181.548, 26.148, 6.677, 16.120
-181.546, 25.925, 6.699, 16.153
-181.544, 25.701, 6.722, 16.186
-181.541, 25.476, 6.746, 16.219
-181.539, 25.251, 6.770, 16.252
-181.537, 25.024, 6.795, 16.285
-181.535, 24.797, 6.819, 16.318
-181.533, 24.569, 6.844, 16.351
-181.531, 24.340, 6.868, 16.384
-181.528, 24.111, 6.892, 16.417
-181.526, 23.881, 6.916, 16.450
-181.524, 23.649, 6.939, 16.483
-181.522, 23.418, 6.961, 16.516
-181.520, 23.185, 6.983, 16.549
-181.518, 22.952, 7.004, 16.582
-181.516, 22.718, 7.025, 16.615
-181.514, 22.483, 7.046, 16.648
-181.512, 22.248, 7.067, 16.681
-181.510, 22.012, 7.088, 16.714
-181.508, 21.775, 7.109, 16.747
-181.506, 21.537, 7.131, 16.780
-181.504, 21.299, 7.153, 16.813
-181.502, 21.060, 7.176, 16.846
-181.500, 20.820, 7.199, 16.879
-181.498, 20.580, 7.223, 16.912
-181.496, 20.338, 7.247, 16.945
-181.494, 20.096, 7.271, 16.978
-181.492, 19.853, 7.296, 17.011
-181.490, 19.609, 7.321, 17.044
-181.488, 19.365, 7.346, 17.077
-181.486, 19.119, 7.371, 17.110
-181.484, 18.873, 7.396, 17.143
-181.482, 18.626, 7.421, 17.176
-181.480, 18.378, 7.446, 17.209
-181.478, 18.129, 7.470, 17.242
-181.476, 17.879, 7.495, 17.275
-181.474, 17.629, 7.519, 17.308
-181.473, 17.378, 7.543, 17.341
-181.471, 17.126, 7.567, 17.374
-181.469, 16.873, 7.591, 17.407
-181.467, 16.619, 7.615, 17.440
-181.465, 16.365, 7.639, 17.473
-181.463, 16.109, 7.663, 17.506
-181.462, 15.853, 7.687, 17.539
-181.460, 15.597, 7.711, 17.572
-181.458, 15.339, 7.735, 17.605
-181.456, 15.081, 7.760, 17.638
-181.454, 14.821, 7.785, 17.671
-181.452, 14.561, 7.809, 17.704
-181.451, 14.300, 7.834, 17.737
-181.449, 14.038, 7.860, 17.770
-181.447, 13.776, 7.885, 17.803
-181.445, 13.512, 7.911, 17.836
-181.444, 13.248, 7.937, 17.869
-181.442, 12.983, 7.963, 17.902
-181.440, 12.717, 7.989, 17.935
-181.438, 12.450, 8.015, 17.968
-181.437, 12.182, 8.041, 18.001
-181.435, 11.913, 8.068, 18.034
-181.433, 11.644, 8.094, 18.067
-181.432, 11.373, 8.121, 18.100
-181.430, 11.102, 8.147, 18.133
-181.428, 10.829, 8.174, 18.166
-181.427, 10.556, 8.200, 18.199
-181.425, 10.282, 8.227, 18.232
-181.423, 10.007, 8.253, 18.265
-181.422, 9.732, 8.280, 18.298
-181.420, 9.455, 8.307, 18.331
-181.418, 9.177, 8.334, 18.364
-181.417, 8.899, 8.361, 18.397
-181.415, 8.620, 8.388, 18.430
-181.413, 8.339, 8.415, 18.463
-181.412, 8.058, 8.442, 18.496
-181.410, 7.776, 8.469, 18.529
-181.408, 7.493, 8.497, 18.562
-181.407, 7.209, 8.524, 18.595
-181.405, 6.924, 8.552, 18.628
-181.403, 6.639, 8.579, 18.661
-181.402, 6.352, 8.607, 18.694
-181.400, 6.064, 8.635, 18.727
-181.399, 5.776, 8.663, 18.760
-181.397, 5.486, 8.691, 18.793
-181.395, 5.196, 8.719, 18.826
-181.394, 4.904, 8.748, 18.859
-181.392, 4.612, 8.776, 18.892
-181.391, 4.319, 8.804, 18.925
-181.389, 4.025, 8.833, 18.958
-181.387, 3.730, 8.862, 18.991
-181.386, 3.433, 8.890, 19.024
-181.384, 3.136, 8.919, 19.057
-181.383, 2.838, 8.948, 19.090
-181.381, 2.539, 8.977, 19.123
-181.380, 2.239, 9.006, 19.156
-181.378, 1.938, 9.036, 19.189
-181.376, 1.636, 9.065, 19.222
-181.375, 1.334, 9.094, 19.255
-181.373, 1.030, 9.124, 19.288
-181.372, 0.725, 9.153, 19.321
-181.370, 0.419, 9.183, 19.354
-181.369, 0.112, 9.213, 19.387
-181.367, -0.196, 9.243, 19.420
-181.365, -0.505, 9.272, 19.453
-181.364, -0.814, 9.302, 19.486
-181.362, -1.125, 9.332, 19.519
-181.361, -1.437, 9.363, 19.552
-181.359, -1.750, 9.393, 19.585
-181.358, -2.064, 9.423, 19.618
-181.356, -2.379, 9.454, 19.651
-181.355, -2.695, 9.484, 19.684
-181.353, -3.012, 9.515, 19.717
-181.351, -3.329, 9.546, 19.750
-181.350, -3.648, 9.577, 19.783
-181.348, -3.968, 9.608, 19.816
-181.347, -4.289, 9.639, 19.849
-181.345, -4.612, 9.670, 19.882
-181.344, -4.935, 9.701, 19.915
-181.342, -5.259, 9.733, 19.948
-181.340, -5.584, 9.764, 19.981
-181.339, -5.910, 9.796, 20.014
-181.337, -6.238, 9.827, 20.047
-181.336, -6.566, 9.859, 20.080
-181.334, -6.895, 9.891, 20.113
-181.333, -7.226, 9.923, 20.146
-181.331, -7.558, 9.955, 20.179
-181.330, -7.890, 9.987, 20.212
-181.328, -8.224, 10.020, 20.245
-181.326, -8.559, 10.052, 20.278
-181.325, -8.895, 10.085, 20.311
-181.323, -9.232, 10.117, 20.344
-181.322, -9.570, 10.150, 20.377
-181.320, -9.909, 10.183, 20.410
-181.318, -10.249, 10.216, 20.443
-181.317, -10.591, 10.249, 20.476
-181.315, -10.933, 10.282, 20.509
-181.314, -11.277, 10.315, 20.542
-181.312, -11.621, 10.348, 20.575
-181.310, -11.967, 10.382, 20.608
-181.309, -12.314, 10.415, 20.641
-181.307, -12.662, 10.449, 20.674
-181.305, -13.011, 10.483, 20.707
-181.304, -13.361, 10.516, 20.740
-181.302, -13.713, 10.550, 20.773
-181.301, -14.065, 10.584, 20.806
-181.299, -14.419, 10.618, 20.839
-181.297, -14.774, 10.653, 20.872
-181.296, -15.130, 10.687, 20.905
-181.294, -15.487, 10.722, 20.938
-181.292, -15.845, 10.756, 20.971
-181.291, -16.205, 10.791, 21.004
-181.289, -16.565, 10.826, 21.037
-181.287, -16.927, 10.861, 21.070
-181.286, -17.290, 10.896, 21.103
-181.284, -17.654, 10.931, 21.136
-181.282, -18.019, 10.966, 21.169
-181.281, -18.385, 11.001, 21.202
-181.279, -18.753, 11.037, 21.235
-181.277, -19.122, 11.072, 21.268
-181.275, -19.492, 11.108, 21.301
-181.274, -19.863, 11.144, 21.334
-181.272, -20.235, 11.180, 21.367
-181.270, -20.609, 11.216, 21.400
-181.269, -20.984, 11.252, 21.433
-181.267, -21.360, 11.288, 21.466
-181.265, -21.737, 11.324, 21.499
-181.263, -22.115, 11.361, 21.532
-181.262, -22.495, 11.397, 21.565
-181.260, -22.876, 11.434, 21.598
-181.258, -23.258, 11.471, 21.631
-181.256, -23.641, 11.508, 21.664
-181.254, -24.026, 11.545, 21.697
-181.253, -24.412, 11.583, 21.730
-181.251, -24.799, 11.620, 21.763
-181.249, -25.187, 11.658, 21.796
-181.247, -25.576, 11.696, 21.829
-181.245, -25.967, 11.734, 21.862
-181.243, -26.359, 11.772, 21.895
-181.242, -26.753, 11.811, 21.928
-181.240, -27.147, 11.849, 21.961
-181.238, -27.543, 11.888, 21.994
-181.236, -27.941, 11.927, 22.027
-181.234, -28.339, 11.966, 22.060
-181.232, -28.739, 12.005, 22.093
-181.230, -29.140, 12.045, 22.126
-181.228, -29.543, 12.084, 22.159
-181.227, -29.947, 12.124, 22.192
-181.225, -30.352, 12.164, 22.225
-181.223, -30.758, 12.204, 22.258
-181.221, -31.166, 12.244, 22.291
-181.219, -31.575, 12.284, 22.324
-181.217, -31.986, 12.324, 22.357
-181.215, -32.397, 12.364, 22.390
-181.213, -32.811, 12.404, 22.423
-181.211, -33.225, 12.445, 22.456
-181.209, -33.641, 12.485, 22.489
-181.207, -34.058, 12.526, 22.522
-181.205, -34.477, 12.567, 22.555
-181.203, -34.897, 12.608, 22.588
-181.201, -35.318, 12.649, 22.621
-181.199, -35.741, 12.690, 22.654
-181.196, -36.165, 12.731, 22.687
-181.194, -36.590, 12.773, 22.720
-181.192, -37.017, 12.814, 22.753
-181.190, -37.445, 12.856, 22.786
-181.188, -37.875, 12.897, 22.819
-181.186, -38.306, 12.939, 22.852
-181.184, -38.738, 12.981, 22.885
-181.181, -39.172, 13.024, 22.918
-181.179, -39.607, 13.066, 22.951
-181.177, -40.044, 13.108, 22.984
-181.175, -40.482, 13.151, 23.017
